"GSM552961"	"GSM552962"	"GSM552963"	"GSM552964"	"GSM552965"	"GSM552966"	"GSM552968"	"GSM552969"	"GSM552970"	"GSM552971"	"GSM552972"	"GSM552973"	"GSM552974"	"GSM552975"	"GSM552976"	"GSM552977"	"GSM552978"	"GSM552979"	"GSM552980"	"GSM552981"	"GSM552982"	"GSM552983"	"GSM552984"	"GSM552985"	"GSM552986"	"GSM552987"	"GSM552988"	"GSM552989"	"GSM552990"	"GSM552991"	"GSM552992"	"GSM552993"	"GSM552994"	"GSM552995"	"GSM552996"	"GSM552997"	"GSM552998"	"GSM552999"	"GSM553000"	"GSM553001"	"GSM553002"	"GSM553003"	"GSM553004"	"GSM553005"	"GSM553006"	"GSM553007"	"GSM553008"	"GSM553009"	"GSM553010"	"GSM553011"	"GSM553012"	"GSM553013"	"GSM553014"	"GSM553015"	"GSM553016"	"GSM553017"	"GSM553018"	"GSM553019"	"GSM553020"	"GSM553021"	"GSM553022"	"GSM553023"	"GSM553024"	"GSM553025"	"GSM553026"	"GSM553027"	"GSM553028"	"GSM553029"	"GSM553030"	"GSM553031"	"GSM553032"	"GSM553033"	"GSM553034"	"GSM553035"	"GSM553036"	"GSM553037"	"GSM553038"	"GSM553039"	"GSM553040"	"GSM553041"	"GSM553043"	"GSM553045"	"GSM553046"	"GSM553047"	"GSM553048"	"GSM553049"	"GSM553050"	"GSM553051"	"GSM553052"	"GSM553053"	"GSM553054"	"GSM553055"	"GSM553056"	"GSM553057"	"GSM553058"	"GSM553059"	"GSM553060"	"GSM553061"	"GSM553062"	"GSM553063"	"GSM553064"	"GSM553065"	"GSM553066"	"GSM553067"	"GSM553069"	"GSM553070"	"GSM553071"	"GSM553072"	"GSM553073"	"GSM553074"	"GSM553075"	"GSM553076"	"GSM553077"	"GSM553079"	"GSM553081"	"GSM553082"	"GSM553083"	"GSM553084"	"GSM553085"	"GSM553086"	"GSM553087"	"GSM553089"	"GSM553090"	"GSM553091"	"GSM553092"	"GSM553093"	"GSM553094"	"GSM553095"	"GSM553096"	"GSM553097"	"GSM553098"	"GSM553099"	"GSM553100"	"GSM553101"	"GSM553102"	"GSM553103"	"GSM553104"	"GSM553105"	"GSM553106"	"GSM553107"	"GSM553109"	"GSM553110"	"GSM553111"	"GSM553112"	"GSM553113"	"GSM553114"	"GSM553115"	"GSM553116"	"GSM553117"	"GSM553118"	"GSM553119"	"GSM553120"	"GSM553121"	"GSM553122"	"GSM553123"	"GSM553124"	"GSM553125"	"GSM553126"	"GSM553127"	"GSM553128"	"GSM553129"	"GSM553130"	"GSM553131"	"GSM553132"	"GSM553133"	"GSM553134"	"GSM553135"	"GSM553136"	"GSM553137"	"GSM553138"	"GSM553139"	"GSM553140"	"GSM553141"	"GSM553142"	"GSM553143"	"GSM553144"	"GSM553145"	"GSM553146"	"GSM553147"	"GSM553148"	"GSM553149"	"GSM553150"	"GSM553151"	"GSM553152"	"GSM553154"	"GSM553155"	"GSM553156"	"GSM553157"	"GSM553158"	"GSM553159"	"GSM553160"	"GSM553161"	"GSM553162"	"GSM553163"	"GSM553164"	"GSM553165"	"GSM553166"	"GSM553167"	"GSM553168"	"GSM553169"	"GSM553170"
"hsa-miR-520h,hsa-miR-520g"	8.67838784	8.024971525	8.480271555	8.484032996	8.689753046	8.148978419	8.484032996	7.967739278	8.491290778	8.449378057	8.452901457	8.221276069	8.253225288	8.075802558	8.380115392	8.040710539	9.166307687	8.52825149	8.216992779	8.079946096	8.637827362	8.779817373	10.30748999	8.422933487	8.936016154	8.950000314	8.607951588	8.516779307	9.553904759	8.39765214	8.241744509	8.857723271	8.380115392	8.123504456	8.330800429	8.950000314	8.151142517	8.556499631	8.340772331	10.59938578	8.241744509	9.053678361	8.248808724	9.045860381	8.452901457	8.565086464	8.299161557	9.293453469	9.166307687	9.593963293	7.89998465	9.14241679	8.13189353	9.273777015	8.40686499	8.121790664	8.279031749	7.995536202	8.705849868	9.377909458	8.376878414	8.622715939	10.8259177	8.422933487	8.019122739	8.04465108	8.192473048	8.589744073	8.026997658	8.151142517	8.906981101	8.14469163	8.831737965	8.762183246	9.778107788	9.699701773	8.248808724	8.498444131	8.157552516	8.618318906	8.293929752	8.733195394	8.082068777	8.090667323	8.589744073	8.36601972	8.798756154	8.251152077	8.325614591	8.585509647	8.689753046	8.871701311	8.469953976	8.207830216	10.5843706	8.565086464	8.422933487	8.325614591	9.166307687	8.750790747	8.442870137	8.580983147	8.064872659	8.52047937	8.090667323	9.023770798	8.513062505	8.892443896	9.813836382	9.092162274	8.299161557	9.813836382	9.069239462	8.598660349	8.34956309	8.214516978	8.585509647	8.054906868	9.721511116	8.899608519	8.400668971	8.792470147	8.201075382	8.291465945	8.568860371	7.951449479	9.23673276	8.159576858	8.491290778	8.568860371	8.253225288	9.061182776	8.404033103	7.975675741	9.255423878	9.347688848	8.276636012	8.456133547	8.420087328	8.40686499	8.309389846	8.304386059	9.183298673	8.39765214	8.548352276	9.93827586	8.223330092	8.18604687	7.965688654	8.177429505	8.509150941	8.439665353	8.239614163	8.476788061	8.015070641	8.28385675	8.338096694	7.999424088	8.857723271	7.995536202	8.965407292	8.293929752	9.840067594	8.892443896	8.622715939	8.333341581	8.320312471	8.338096694	8.986789114	8.456133547	9.465345237	8.42964799	8.203344335	8.42964799	8.733195394	8.516779307	8.607951588	8.798756154	8.232521744	7.893139113	8.502059342	8.386190682	8.410012776	8.622715939	9.209538743	8.038738245	8.487651569	8.667427063	8.293929752	8.657306894	8.535998353	8.524309248	8.65235862	8.572490826	8.36858789	8.986789114	8.291465945	8.786395577	8.633066489	9.23673276	8.565086464
"hsa-miR-521"	7.942913443	7.88560088	8.075802558	7.838750034	8.094928641	8.190209079	8.205624859	8.28385675	8.04465108	8.207830216	7.875306318	8.035083647	7.934736967	7.961676718	8.188232064	8.155359944	8.170483686	8.005084409	7.965688654	7.961676718	8.565086464	8.050769326	8.119746907	7.942913443	8.43299539	8.042657082	8.003133346	8.151142517	11.8456266	7.86170469	8.0209631	8.243953746	8.251152077	8.06305284	8.633066489	9.840067594	8.241744509	8.267261416	7.959859182	7.888174055	7.991721925	8.117806691	7.975675741	8.119746907	7.88560088	8.194835792	8.125674324	9.60493224	11.62716859	10.28023523	7.985601035	12.23260106	7.949272089	8.207830216	7.940642142	8.170483686	8.142405299	8.716751019	8.123504456	8.00113542	8.031029243	7.877919577	9.766313232	7.936587633	8.49468767	7.940642142	7.999424088	8.230031044	7.928222656	7.88560088	7.971924782	8.011119955	7.915522191	7.919772963	8.39765214	8.007020901	8.094928641	7.919772963	8.042657082	8.410012776	8.357593455	8.13189353	7.970087716	7.959859182	7.955686397	8.024971525	8.105150603	7.919772963	8.092723407	8.239614163	8.1009299	7.923988908	7.967739278	8.040710539	8.779817373	9.744089744	8.090667323	7.936587633	8.10953703	8.386190682	8.015070641	8.25566077	7.923988908	8.161981483	9.264465041	8.054906868	8.16832788	8.035083647	8.052957	8.026997658	8.239614163	8.325614591	8.048606425	10.55263636	7.932681929	8.088591865	8.036974356	7.981645012	8.058998246	11.50922902	8.125674324	8.061022388	8.036974356	7.955686397	8.04465108	8.221276069	8.253225288	7.967739278	7.975675741	9.900225475	8.505752467	8.054906868	8.052957	7.893139113	7.917642505	11.02591755	8.203344335	8.092723407	7.949272089	9.505343358	7.949272089	8.246436975	8.142405299	7.995536202	8.142405299	8.333341581	7.979756403	7.971924782	7.938696758	7.88055758	7.826919393	7.893139113	8.166147784	8.00113542	7.979756403	7.945156519	8.146872702	8.094928641	8.716751019	7.849420491	8.040710539	8.061022388	7.90219065	8.203344335	7.997465746	8.050769326	8.088591865	8.35202218	8.099025978	7.895523686	8.293929752	7.981645012	7.806494498	8.022900749	8.13189353	8.009002842	7.89998465	8.031029243	8.172687989	7.904536924	7.908667027	7.90219065	7.895523686	9.926801619	8.181660383	7.890601342	8.00113542	7.993590574	8.618318906	7.938696758	8.16832788	7.888174055	8.119746907	8.194835792	8.117806691	8.243953746	8.090667323	7.849420491	8.058998246	8.262549044	8.094928641
"hsa-miR-522"	9.107835693	8.738907078	8.920711083	9.357560082	9.523457535	9.092162274	8.979614249	8.642975697	9.100509084	8.950000314	9.228091394	9.293453469	9.107835693	8.928225459	9.347688848	8.920711083	9.721511116	9.166307687	9.00891358	9.218309079	10.183835	9.368457781	10.29290654	9.157794965	9.31258052	9.00891358	9.228091394	9.150049156	11.91872972	9.045860381	9.13326689	9.840067594	8.950000314	9.14241679	9.864368198	11.60201854	9.388084963	10.68563604	9.157794965	9.813836382	9.157794965	9.31258052	9.100509084	9.377909458	9.116885431	9.07723748	9.001858258	10.71526743	12.89121244	11.87129403	8.936016154	14.40484209	8.950000314	9.813836382	9.993718202	8.594101345	8.817862372	10.00783239	9.573512565	9.397874306	9.107835693	9.533533354	12.23260106	8.986789114	8.913806652	9.191323979	9.246034438	9.174687547	8.884870569	9.900225475	9.321075916	9.00891358	9.084929664	9.31258052	9.732383669	9.979373637	9.124961493	9.246034438	9.321075916	9.191323979	9.33955861	9.092162274	8.972323276	9.124961493	9.293453469	9.228091394	9.40686427	8.738907078	8.906981101	8.722296322	9.255423878	9.293453469	9.092162274	9.084929664	10.04809367	11.52956193	9.166307687	8.391946141	9.48479555	9.43733282	9.209538743	9.417069042	9.23673276	9.116885431	11.13800467	9.293453469	9.388084963	9.045860381	9.732383669	9.31258052	8.920711083	9.209538743	9.124961493	11.42271916	8.95755439	9.017373571	9.209538743	9.303132129	9.388084963	12.56310486	9.061182776	9.455840423	8.744924314	9.023770798	9.293453469	9.017373571	9.584027884	9.191323979	9.209538743	11.7973357	8.825137429	9.303132129	9.209538743	8.994945721	9.246034438	12.77422437	8.920711083	9.00891358	9.23673276	11.44444613	8.864498962	9.427149109	9.6891248	9.505343358	8.831737965	9.514681669	8.884870569	8.920711083	8.986789114	8.994945721	9.273777015	9.183298673	9.40686427	9.514681669	9.174687547	9.321075916	8.942202225	8.913806652	9.13326689	8.986789114	9.273777015	9.045860381	9.979373637	8.884870569	8.979614249	9.13326689	9.124961493	8.817862372	9.228091394	9.209538743	9.33955861	9.710744634	8.965407292	8.95755439	9.092162274	9.347688848	8.906981101	9.13326689	9.13326689	8.942202225	8.928225459	8.965407292	8.979614249	11.89347396	9.31258052	8.920711083	9.092162274	9.218309079	10.45020885	8.986789114	8.994945721	8.994945721	9.255423878	9.017373571	8.95755439	9.13326689	9.293453469	9.321075916	9.157794965	9.445907282	9.038198057
"hsa-miR-523"	8.568860371	8.452901457	8.585509647	8.633066489	8.516779307	8.684101058	8.667427063	8.49468767	8.662359427	8.476788061	8.576651474	8.476788061	8.585509647	8.565086464	8.716751019	8.459520755	8.622715939	8.69438589	8.469953976	8.622715939	8.532298415	8.673344685	8.864498962	8.552352031	8.391946141	8.442870137	8.505752467	8.618318906	8.642975697	8.556499631	8.633066489	8.391946141	8.463046675	8.354864319	8.420087328	8.576651474	8.311921538	8.505752467	8.544124354	8.871701311	8.585509647	8.69438589	8.65235862	8.565086464	8.544124354	8.505752467	8.556499631	8.633066489	8.607951588	8.589744073	8.269755539	8.684101058	8.43299539	8.422933487	8.657306894	8.480271555	8.333341581	8.773494441	8.301785832	8.716751019	8.585509647	8.689753046	9.07723748	8.532298415	8.792470147	8.628535461	8.230031044	8.445999456	8.65235862	8.667427063	8.628535461	8.340772331	8.43662588	8.722296322	8.642975697	8.831737965	8.524309248	8.463046675	8.762183246	8.798756154	8.535998353	8.684101058	8.380115392	8.38903917	8.585509647	8.598660349	8.594101345	8.239614163	8.394981005	8.502059342	8.516779307	8.756440277	8.422933487	8.445999456	9.43733282	8.374460939	8.410012776	8.380115392	8.928225459	8.565086464	8.722296322	8.607951588	8.589744073	8.618318906	8.203344335	8.26489571	8.26489571	8.306767506	8.716751019	8.380115392	8.38903917	8.484032996	8.700255772	8.576651474	8.473235568	8.371256537	8.36320655	8.225719633	8.568860371	8.811056223	8.286392531	8.572490826	8.371256537	8.667427063	8.420087328	8.498444131	8.705849868	8.556499631	8.306767506	8.618318906	8.565086464	8.637827362	8.589744073	8.374460939	8.52825149	8.779817373	8.260167348	8.40686499	8.598660349	8.589744073	8.466475912	8.39765214	8.831737965	8.568860371	8.36858789	8.994945721	8.380115392	8.452901457	8.642975697	8.585509647	8.667427063	8.442870137	8.301785832	8.463046675	8.49468767	8.618318906	8.662359427	8.340772331	8.394981005	8.513062505	8.762183246	8.52825149	8.845108281	8.607951588	8.439665353	8.594101345	8.580983147	8.383007753	8.657306894	8.43662588	8.576651474	8.705849868	8.598660349	8.509150941	8.491290778	8.456133547	8.442870137	8.56087249	9.061182776	8.459520755	8.535998353	8.637827362	8.346772521	8.502059342	8.773494441	8.386190682	8.248808724	8.568860371	8.25566077	8.580983147	8.513062505	8.618318906	8.532298415	8.716751019	8.516779307	8.642975697	8.65235862	8.386190682	8.516779307	8.598660349	8.532298415
"hsa-miR-524-3p"	8.009002842	7.83136935	7.945156519	7.999424088	8.040710539	7.895523686	8.046540047	7.895523686	8.086488808	8.007020901	7.947116605	8.026997658	7.975675741	7.971924782	7.90219065	7.921718289	8.230031044	8.024971525	7.879238579	7.913229251	8.050769326	8.019122739	7.947116605	7.88560088	8.058998246	7.930378153	7.940642142	8.00113542	8.011119955	7.977852079	8.022900749	8.075802558	7.90219065	7.872692463	8.052957	7.985601035	7.936587633	8.084395819	8.04465108	7.932681929	7.997465746	8.067047568	7.993590574	7.923988908	7.936587633	8.105150603	8.086488808	8.040710539	7.997465746	8.061022388	7.917642505	8.151142517	7.953671512	7.970087716	8.038738245	7.877919577	8.040710539	8.028931877	8.022900749	8.017023188	7.979756403	7.981645012	8.082068777	8.10953703	7.88560088	7.975675741	7.88560088	8.040710539	7.989700779	8.035083647	7.913229251	8.040710539	7.928222656	8.314811451	8.183935474	8.210039475	8.035083647	8.031029243	7.975675741	7.987696869	7.921718289	8.003133346	7.864652859	7.888174055	7.961676718	7.923988908	8.026997658	7.940642142	7.967739278	7.888174055	7.977852079	8.009002842	7.888174055	7.926020415	8.135973596	7.877919577	7.995536202	7.90219065	8.221276069	8.011119955	8.16832788	7.975675741	8.026997658	7.908667027	7.926020415	7.940642142	7.955686397	7.917642505	8.172687989	8.03290784	8.269755539	7.957782684	7.872692463	7.88055758	7.926020415	7.930378153	8.042657082	7.932681929	8.038738245	7.983484028	7.89998465	8.069328116	7.872692463	8.073420185	7.971924782	8.06305284	8.0209631	8.16832788	7.957782684	8.028931877	8.028931877	8.04465108	7.953671512	7.947116605	7.895523686	8.188232064	7.875306318	7.904536924	8.0209631	8.031029243	8.038738245	7.945156519	7.991721925	7.957782684	7.936587633	8.03290784	7.955686397	8.042657082	7.993590574	8.03290784	8.04465108	8.003133346	8.036974356	7.985601035	7.975675741	8.103012025	7.983484028	8.003133346	7.995536202	7.967739278	8.054906868	8.005084409	8.086488808	8.026997658	7.921718289	8.003133346	7.999424088	7.981645012	7.917642505	7.938696758	8.164137369	8.061022388	7.999424088	7.921718289	8.040710539	7.8353294	7.921718289	7.89998465	8.079946096	7.940642142	7.951449479	7.979756403	7.826919393	7.893139113	7.904536924	7.949272089	8.019122739	8.071475144	7.979756403	8.003133346	7.997465746	7.936587633	8.056958124	7.88560088	7.995536202	7.963488045	8.005084409	7.947116605	8.031029243	8.078011872	8.0209631
"hsa-miR-525-3p"	9.053678361	8.480271555	8.689753046	9.166307687	9.40686427	8.750790747	8.673344685	8.52825149	8.825137429	8.594101345	9.069239462	9.038198057	9.045860381	9.092162274	9.303132129	8.716751019	8.857723271	8.756440277	8.480271555	9.023770798	8.516779307	9.116885431	9.001858258	8.738907078	8.792470147	8.67838784	9.023770798	9.14241679	8.580983147	8.711176388	8.69438589	8.642975697	8.920711083	8.727865875	8.565086464	8.662359427	8.779817373	9.183298673	8.892443896	8.49468767	9.377909458	8.811056223	8.950000314	8.773494441	9.017373571	8.576651474	9.116885431	8.744924314	8.831737965	8.689753046	8.548352276	8.825137429	8.792470147	8.920711083	9.321075916	8.539965568	8.535998353	8.64763324	8.892443896	8.452901457	8.965407292	9.031142311	8.67838784	8.544124354	8.42964799	8.831737965	8.906981101	8.906981101	8.817862372	9.069239462	8.845108281	8.892443896	8.727865875	8.851079081	8.565086464	9.100509084	8.845108281	8.871701311	9.053678361	8.594101345	8.32287704	8.705849868	8.950000314	8.928225459	9.13326689	9.264465041	8.986789114	8.325614591	8.65235862	8.509150941	8.637827362	8.950000314	8.838173918	8.705849868	8.979614249	8.607951588	8.906981101	8.201075382	9.00891358	8.539965568	8.979614249	8.899608519	9.228091394	8.979614249	8.391946141	8.811056223	8.689753046	8.727865875	9.031142311	9.455840423	8.779817373	9.092162274	8.817862372	8.360681043	8.936016154	8.950000314	8.972323276	8.246436975	9.13326689	8.376878414	8.565086464	8.986789114	8.633066489	8.456133547	8.786395577	8.585509647	9.31258052	8.95755439	8.705849868	8.711176388	8.598660349	9.023770798	8.994945721	8.585509647	8.738907078	8.25566077	8.374460939	8.43299539	9.017373571	8.539965568	8.871701311	8.657306894	8.811056223	8.871701311	8.52047937	8.767904311	8.798756154	8.95755439	9.07723748	8.673344685	9.31258052	8.899608519	8.532298415	8.913806652	8.851079081	8.979614249	9.084929664	8.422933487	8.439665353	8.972323276	8.733195394	8.509150941	9.228091394	8.817862372	8.56087249	8.798756154	9.038198057	8.509150941	8.845108281	9.069239462	8.986789114	9.07723748	8.928225459	8.67838784	8.673344685	9.092162274	8.773494441	9.100509084	8.32287704	9.069239462	8.767904311	8.920711083	8.67838784	8.65235862	8.950000314	8.662359427	8.65235862	8.972323276	8.56087249	8.622715939	9.150049156	8.920711083	9.166307687	8.56087249	8.811056223	8.603262594	8.851079081	9.174687547	9.107835693	8.456133547	8.950000314
"hsa-miR-552"	8.00113542	7.910993351	7.89998465	7.955686397	7.961676718	7.893139113	7.934736967	7.849420491	8.058998246	7.906501573	7.955686397	8.042657082	8.00113542	8.058998246	8.075802558	8.117806691	7.882865801	7.910993351	8.031029243	7.849420491	7.940642142	7.999424088	7.959859182	8.007020901	7.959859182	8.196976607	7.947116605	7.985601035	8.094928641	7.910993351	8.082068777	7.864652859	7.904536924	8.009002842	7.981645012	8.580983147	7.942913443	8.024971525	7.872692463	8.011119955	8.036974356	7.811823636	7.90219065	8.035083647	7.981645012	8.133769207	8.052957	7.870236507	8.1009299	8.146872702	7.981645012	7.957782684	8.058998246	7.906501573	7.967739278	7.985601035	7.975675741	8.06305284	7.971924782	8.078011872	7.919772963	8.003133346	7.921718289	7.821844366	8.007020901	7.993590574	7.895523686	8.086488808	8.133769207	7.893139113	7.991721925	8.00113542	7.932681929	8.009002842	7.940642142	7.977852079	7.917642505	8.119746907	7.882865801	8.013208972	7.867419229	8.157552516	7.965688654	7.981645012	7.977852079	8.009002842	7.991721925	8.064872659	7.910993351	7.872692463	8.374460939	8.026997658	7.953671512	7.923988908	7.852559005	8.111679769	7.953671512	7.877919577	7.957782684	8.026997658	7.979756403	7.904536924	7.921718289	7.917642505	7.872692463	7.934736967	7.949272089	7.995536202	7.870236507	7.88055758	7.867419229	8.022900749	7.938696758	7.904536924	8.192473048	7.945156519	7.957782684	7.867419229	7.908667027	8.026997658	7.908667027	8.003133346	7.858519559	8.094928641	8.061022388	7.910993351	8.805034329	7.989700779	7.999424088	8.040710539	8.291465945	7.995536202	8.003133346	7.913229251	8.046540047	7.908667027	8.038738245	7.965688654	7.947116605	7.989700779	7.90219065	7.875306318	7.864652859	7.967739278	7.913229251	7.915522191	7.993590574	7.872692463	7.981645012	7.932681929	7.959859182	7.981645012	7.893139113	7.979756403	8.04465108	8.022900749	7.985601035	7.919772963	7.904536924	7.88560088	7.991721925	7.951449479	7.947116605	8.090667323	7.882865801	7.940642142	7.985601035	8.884870569	7.915522191	7.995536202	8.207830216	7.855787502	7.975675741	7.915522191	7.955686397	7.959859182	7.895523686	7.919772963	7.872692463	7.979756403	7.985601035	8.005084409	7.945156519	7.930378153	8.046540047	7.8353294	7.981645012	8.056958124	7.975675741	10.23844555	7.870236507	8.061022388	7.934736967	7.870236507	7.930378153	8.11579428	7.977852079	7.826919393	7.949272089	8.227698249	7.877919577
"hsa-miR-553"	7.975675741	8.18604687	7.913229251	8.069328116	7.926020415	7.975675741	8.048606425	7.793358889	8.040710539	8.151142517	8.052957	7.995536202	8.129878859	7.989700779	8.019122739	7.934736967	7.985601035	7.882865801	8.32287704	7.888174055	8.194835792	7.908667027	8.1009299	7.926020415	7.987696869	7.979756403	7.973762537	7.993590574	8.099025978	8.04465108	7.971924782	7.981645012	7.908667027	8.140110975	7.919772963	7.936587633	8.052957	8.015070641	8.223330092	7.936587633	7.88055758	7.940642142	7.882865801	7.967739278	8.272207614	7.961676718	7.955686397	7.858519559	7.942913443	7.932681929	8.34956309	8.048606425	7.973762537	8.00113542	7.951449479	8.10953703	7.985601035	7.961676718	8.157552516	8.159576858	7.957782684	7.983484028	8.404033103	8.400668971	8.048606425	7.963488045	8.129878859	8.038738245	7.875306318	7.961676718	8.003133346	7.928222656	8.064872659	7.913229251	8.046540047	7.928222656	8.097052434	8.04465108	7.88560088	7.930378153	8.164137369	8.371256537	8.028931877	8.133769207	7.882865801	8.036974356	7.947116605	7.926020415	7.973762537	7.875306318	8.050769326	8.078011872	8.00113542	7.893139113	7.970087716	8.090667323	7.979756403	8.205624859	7.967739278	8.04465108	7.953671512	7.897880846	8.005084409	7.904536924	8.172687989	8.028931877	8.260167348	8.286392531	8.123504456	8.227698249	7.906501573	7.926020415	8.078011872	8.075802558	7.906501573	8.064872659	8.064872659	8.40686499	8.061022388	8.328202414	7.999424088	7.955686397	8.056958124	7.945156519	7.89998465	7.947116605	8.050769326	7.959859182	8.1009299	7.971924782	8.079946096	7.928222656	8.10953703	8.14469163	8.142405299	7.955686397	8.11579428	8.10953703	7.917642505	8.017023188	7.993590574	8.26489571	7.970087716	7.908667027	7.979756403	8.015070641	7.934736967	7.993590574	8.13189353	8.069328116	7.977852079	7.882865801	8.052957	8.309389846	7.993590574	8.054906868	8.069328116	7.921718289	8.216992779	8.18604687	8.210039475	8.177429505	7.970087716	7.957782684	8.00113542	7.936587633	8.00113542	7.888174055	7.923988908	8.155359944	8.111679769	8.064872659	8.138037555	7.890601342	7.919772963	7.895523686	7.875306318	7.944034981	7.800531461	8.058998246	8.056958124	7.961676718	7.875306318	8.061022388	7.991721925	7.917642505	8.082068777	8.084395819	8.017023188	8.172687989	7.882865801	8.038738245	8.019122739	7.917642505	8.078011872	8.038738245	7.997465746	7.985601035	8.125674324	8.007020901	8.11579428
"hsa-miR-562"	7.800531461	7.761099127	7.811823636	7.761099127	7.867419229	7.761099127	7.987696869	7.811823636	7.849420491	7.870236507	7.842546728	7.842546728	7.864652859	7.893139113	8.097052434	7.945156519	7.908667027	7.858519559	7.785505717	7.88055758	7.86170469	7.842546728	7.800531461	7.864652859	7.855787502	7.83136935	7.775218658	7.965688654	7.821844366	7.995536202	7.761099127	7.890601342	7.945156519	7.785505717	7.811823636	7.867419229	7.88560088	7.870236507	7.793358889	7.83136935	7.775218658	7.852559005	7.842546728	7.852559005	7.800531461	7.86170469	7.806494498	7.852559005	7.793358889	7.8353294	7.821844366	7.926020415	7.855787502	7.738267487	7.761099127	7.895523686	7.897880846	7.888174055	7.775218658	7.775218658	7.908667027	8.00113542	7.800531461	7.872692463	8.684101058	7.811823636	7.738267487	7.793358889	7.800531461	7.8353294	7.86170469	7.8353294	7.852559005	7.83136935	7.86170469	7.997465746	7.88055758	7.821844366	7.890601342	7.906501573	7.875306318	7.893139113	7.838750034	7.761099127	7.951449479	7.877919577	7.917642505	7.842546728	7.90219065	7.775218658	7.846448462	7.821844366	7.926020415	7.8353294	7.785505717	7.793358889	7.89998465	7.775218658	7.915522191	7.838750034	7.800531461	7.800531461	7.793358889	7.877919577	7.800531461	7.785505717	7.806494498	7.846448462	8.007020901	8.040710539	7.800531461	7.846448462	7.928222656	7.811823636	7.806494498	7.846448462	7.83136935	8.25566077	7.8353294	7.875306318	7.738267487	7.800531461	7.826919393	7.875306318	7.864652859	7.961676718	7.86170469	7.838750034	7.811823636	7.775218658	7.882865801	7.838750034	7.975675741	7.926020415	7.826919393	7.785505717	7.817542512	7.897880846	7.875306318	7.761099127	7.908667027	7.811823636	7.959859182	7.821844366	7.817542512	7.761099127	7.870236507	7.793358889	7.793358889	7.875306318	7.817542512	7.870236507	7.852559005	7.738267487	7.806494498	7.875306318	7.904536924	7.926020415	7.826919393	7.88055758	7.775218658	7.761099127	7.817542512	7.761099127	7.793358889	7.793358889	7.738267487	7.890601342	7.838750034	7.838750034	7.738267487	7.775218658	7.785505717	7.852559005	7.904536924	7.821844366	7.806494498	7.910993351	8.207830216	7.917642505	7.785505717	7.846448462	7.817542512	7.811823636	7.800531461	7.800531461	7.806494498	7.8353294	7.826919393	7.870236507	7.852559005	7.826919393	7.775218658	7.849420491	7.793358889	7.852559005	7.793358889	7.919772963	7.800531461	7.817542512	7.849420491
"hsa-miR-574-3p"	13.77830857	14.04554433	13.97684458	14.13487161	13.95259811	14.04554433	14.23198182	13.8733475	14.23198182	13.39810351	14.06964569	14.09148115	13.99896396	14.2487833	13.99896396	14.02375392	13.62542403	14.19302601	14.13487161	14.06964569	14.11251571	14.06964569	13.97684458	13.97684458	14.13487161	13.74969558	14.13487161	13.89837164	13.74969558	14.19302601	14.06964569	14.04554433	13.92701501	13.89837164	12.35675627	13.59587108	14.15426481	14.09148115	12.91949901	13.65844844	13.97684458	13.99896396	14.17385068	14.13487161	14.06964569	14.04554433	13.49715303	13.65844844	14.09148115	13.97684458	13.30506662	14.21140633	13.89837164	13.92701501	13.97684458	14.02375392	13.33661763	13.99896396	13.92701501	13.49715303	14.34555499	13.99896396	13.97684458	14.06964569	13.62542403	14.11251571	13.52922804	13.65844844	14.02375392	13.95259811	14.36670746	14.13487161	14.15426481	14.06964569	13.71916543	14.21140633	13.97684458	14.06964569	14.21140633	13.71916543	13.59587108	13.84039635	14.17385068	13.92701501	14.17385068	14.2487833	14.17385068	13.20895208	13.56210515	13.17523758	14.26801642	13.84039635	13.59587108	14.19302601	13.8733475	14.09148115	13.84039635	13.74969558	14.17385068	14.11251571	14.17385068	14.36670746	14.13487161	14.32487575	13.30506662	13.99896396	13.84039635	14.26801642	14.02375392	14.11251571	13.81121603	13.8733475	14.06964569	13.36777517	14.02375392	14.06964569	13.99896396	14.54420664	14.11251571	13.89837164	14.23198182	13.99896396	13.62542403	13.74969558	13.8733475	13.36777517	13.71916543	14.19302601	14.04554433	13.59587108	13.81121603	14.04554433	13.77830857	13.59587108	14.66185906	13.65844844	13.68797489	14.11251571	13.81121603	14.04554433	14.04554433	13.81121603	13.89837164	14.26801642	13.46056032	14.04554433	14.06964569	13.8733475	13.97684458	14.11251571	13.95259811	14.04554433	13.272167	13.89837164	14.11251571	14.09148115	14.38515339	14.04554433	13.59587108	14.04554433	14.06964569	13.77830857	14.15426481	14.23198182	13.95259811	13.97684458	14.13487161	14.23198182	14.21140633	13.56210515	14.30530852	14.32487575	14.26801642	13.99896396	13.56210515	14.02375392	14.17385068	13.71916543	14.04554433	14.66185906	13.81121603	14.34555499	14.02375392	13.99896396	14.2487833	13.97684458	13.17523758	14.02375392	13.30506662	13.99896396	14.09148115	14.38515339	13.8733475	14.09148115	14.13487161	13.99896396	14.17385068	13.42806792	13.77830857	14.19302601	14.19302601
